,juror,country,fight,role,score,participant,problem,round,fightName
0,Alberto Rolandi,Slovenia,1,Rep,7.0,Rok Grgic MeskoandMaks Repse,13. Chaotic Magnetic Pendulum,1,Selective Fight 1| Room Room 4| Round 1
755,Suzanne Andersen,Switzerland,4,Mod,8.0,Pavlo Kashko,9. Electrostatic lighter,1,Selective Fight 4| Room Room 2| Round 1
756,Yeinizon Rodriguez,Croatia,4,Rep,5.0,Dominik Poljancic,9. Electrostatic lighter,1,Selective Fight 4| Room Room 2| Round 1
757,Yeinizon Rodriguez,Brazil,4,Opp,8.0,Leonardo Falabella,9. Electrostatic lighter,1,Selective Fight 4| Room Room 2| Round 1
758,Yeinizon Rodriguez,Switzerland,4,Mod,10.0,Pavlo Kashko,9. Electrostatic lighter,1,Selective Fight 4| Room Room 2| Round 1
759,Andrés Camilo Garcia Castro,Ukraine,4,Rep,8.0,Anastasiia Demydchenko,11. Smashing Spheres,1,Selective Fight 4| Room Room 5| Round 1
760,Andrés Camilo Garcia Castro,Sweden,4,Opp,7.0,Eliott Bourget,11. Smashing Spheres,1,Selective Fight 4| Room Room 5| Round 1
761,Andrés Camilo Garcia Castro,France,4,Mod,6.0,Benjamin Allouche,11. Smashing Spheres,1,Selective Fight 4| Room Room 5| Round 1
762,Jean-Philippe Ansermet,Ukraine,4,Rep,8.0,Anastasiia Demydchenko,11. Smashing Spheres,1,Selective Fight 4| Room Room 5| Round 1
763,Jean-Philippe Ansermet,Sweden,4,Opp,7.0,Eliott Bourget,11. Smashing Spheres,1,Selective Fight 4| Room Room 5| Round 1
764,Jean-Philippe Ansermet,France,4,Mod,9.0,Benjamin Allouche,11. Smashing Spheres,1,Selective Fight 4| Room Room 5| Round 1
765,Jose Ricardo Mejía Mora,Ukraine,4,Rep,8.0,Anastasiia Demydchenko,11. Smashing Spheres,1,Selective Fight 4| Room Room 5| Round 1
766,Jose Ricardo Mejía Mora,Sweden,4,Opp,6.0,Eliott Bourget,11. Smashing Spheres,1,Selective Fight 4| Room Room 5| Round 1
767,Jose Ricardo Mejía Mora,France,4,Mod,8.0,Benjamin Allouche,11. Smashing Spheres,1,Selective Fight 4| Room Room 5| Round 1
768,Leandro Tessler,Ukraine,4,Rep,7.0,Anastasiia Demydchenko,11. Smashing Spheres,1,Selective Fight 4| Room Room 5| Round 1
769,Leandro Tessler,Sweden,4,Opp,7.0,Eliott Bourget,11. Smashing Spheres,1,Selective Fight 4| Room Room 5| Round 1
770,Leandro Tessler,France,4,Mod,8.0,Benjamin Allouche,11. Smashing Spheres,1,Selective Fight 4| Room Room 5| Round 1
771,Pawel Szczypkowski,Ukraine,4,Rep,8.0,Anastasiia Demydchenko,11. Smashing Spheres,1,Selective Fight 4| Room Room 5| Round 1
772,Pawel Szczypkowski,Sweden,4,Opp,6.0,Eliott Bourget,11. Smashing Spheres,1,Selective Fight 4| Room Room 5| Round 1
773,Pawel Szczypkowski,France,4,Mod,7.0,Benjamin Allouche,11. Smashing Spheres,1,Selective Fight 4| Room Room 5| Round 1
774,Charlie Pretot,Slovenia,4,Rep,5.0,Rok Grgic Mesko,2. Airbounce,1,Selective Fight 4| Room Room 3| Round 1
775,Charlie Pretot,Germany,4,Opp,5.0,Florian Hirsch,2. Airbounce,1,Selective Fight 4| Room Room 3| Round 1
776,Charlie Pretot,Poland,4,Mod,3.0,Michal Zdziennicki,2. Airbounce,1,Selective Fight 4| Room Room 3| Round 1
777,Nikola Poljak,Slovenia,4,Rep,6.0,Rok Grgic Mesko,2. Airbounce,1,Selective Fight 4| Room Room 3| Round 1
778,Nikola Poljak,Germany,4,Opp,7.0,Florian Hirsch,2. Airbounce,1,Selective Fight 4| Room Room 3| Round 1
779,Nikola Poljak,Poland,4,Mod,6.0,Michal Zdziennicki,2. Airbounce,1,Selective Fight 4| Room Room 3| Round 1
780,Oscar Mauricio Pimentel Díaz,Slovenia,4,Rep,8.0,Rok Grgic Mesko,2. Airbounce,1,Selective Fight 4| Room Room 3| Round 1
781,Oscar Mauricio Pimentel Díaz,Germany,4,Opp,7.0,Florian Hirsch,2. Airbounce,1,Selective Fight 4| Room Room 3| Round 1
782,Oscar Mauricio Pimentel Díaz,Poland,4,Mod,8.0,Michal Zdziennicki,2. Airbounce,1,Selective Fight 4| Room Room 3| Round 1
783,Peter Vesborg,Slovenia,4,Rep,5.0,Rok Grgic Mesko,2. Airbounce,1,Selective Fight 4| Room Room 3| Round 1
784,Peter Vesborg,Germany,4,Opp,5.0,Florian Hirsch,2. Airbounce,1,Selective Fight 4| Room Room 3| Round 1
785,Peter Vesborg,Poland,4,Mod,7.0,Michal Zdziennicki,2. Airbounce,1,Selective Fight 4| Room Room 3| Round 1
786,Pierre-Louis de Assis,Slovenia,4,Rep,3.0,Rok Grgic Mesko,2. Airbounce,1,Selective Fight 4| Room Room 3| Round 1
787,Pierre-Louis de Assis,Germany,4,Opp,4.0,Florian Hirsch,2. Airbounce,1,Selective Fight 4| Room Room 3| Round 1
788,Pierre-Louis de Assis,Poland,4,Mod,5.0,Michal Zdziennicki,2. Airbounce,1,Selective Fight 4| Room Room 3| Round 1
789,Anastasiia Haieva,Colombia,4,Rep,4.0,Jose David Garavito Barragan,4. Filled ball,1,Selective Fight 4| Room Room 1| Round 1
790,Anastasiia Haieva,Netherlands,4,Opp,7.0,Szymon Blazuski,4. Filled ball,1,Selective Fight 4| Room Room 1| Round 1
791,Anastasiia Haieva,Romania,4,Mod,4.0,Sebastian Casian Chiriac,4. Filled ball,1,Selective Fight 4| Room Room 1| Round 1
792,Evgenii Glushkov,Colombia,4,Rep,6.0,Jose David Garavito Barragan,4. Filled ball,1,Selective Fight 4| Room Room 1| Round 1
793,Evgenii Glushkov,Netherlands,4,Opp,7.0,Szymon Blazuski,4. Filled ball,1,Selective Fight 4| Room Room 1| Round 1
794,Evgenii Glushkov,Romania,4,Mod,7.0,Sebastian Casian Chiriac,4. Filled ball,1,Selective Fight 4| Room Room 1| Round 1
795,Frederik Durhuus,Colombia,4,Rep,4.0,Jose David Garavito Barragan,4. Filled ball,1,Selective Fight 4| Room Room 1| Round 1
796,Frederik Durhuus,Netherlands,4,Opp,7.0,Szymon Blazuski,4. Filled ball,1,Selective Fight 4| Room Room 1| Round 1
797,Frederik Durhuus,Romania,4,Mod,2.0,Sebastian Casian Chiriac,4. Filled ball,1,Selective Fight 4| Room Room 1| Round 1
798,John William Sandino del Busto,Colombia,4,Rep,7.0,Jose David Garavito Barragan,4. Filled ball,1,Selective Fight 4| Room Room 1| Round 1
799,John William Sandino del Busto,Netherlands,4,Opp,8.0,Szymon Blazuski,4. Filled ball,1,Selective Fight 4| Room Room 1| Round 1
800,John William Sandino del Busto,Romania,4,Mod,6.0,Sebastian Casian Chiriac,4. Filled ball,1,Selective Fight 4| Room Room 1| Round 1
801,Urban Mur,Colombia,4,Rep,5.0,Jose David Garavito Barragan,4. Filled ball,1,Selective Fight 4| Room Room 1| Round 1
802,Urban Mur,Netherlands,4,Opp,8.0,Szymon Blazuski,4. Filled ball,1,Selective Fight 4| Room Room 1| Round 1
803,Urban Mur,Romania,4,Mod,2.0,Sebastian Casian Chiriac,4. Filled ball,1,Selective Fight 4| Room Room 1| Round 1
804,David Collomb,Brazil,4,Rep,8.0,Joao Pedro Carlini Minchillo,10. Droplet sandy fingerprints,2,Selective Fight 4| Room Room 2| Round 2
805,David Collomb,Switzerland,4,Opp,7.0,Pavlo Kashko,10. Droplet sandy fingerprints,2,Selective Fight 4| Room Room 2| Round 2
806,David Collomb,Croatia,4,Mod,6.0,Maja Milas,10. Droplet sandy fingerprints,2,Selective Fight 4| Room Room 2| Round 2
807,Diego Gallego,Brazil,4,Rep,7.0,Joao Pedro Carlini Minchillo,10. Droplet sandy fingerprints,2,Selective Fight 4| Room Room 2| Round 2
808,Diego Gallego,Switzerland,4,Opp,6.0,Pavlo Kashko,10. Droplet sandy fingerprints,2,Selective Fight 4| Room Room 2| Round 2
809,Diego Gallego,Croatia,4,Mod,7.0,Maja Milas,10. Droplet sandy fingerprints,2,Selective Fight 4| Room Room 2| Round 2
810,Kseniia Minakova,Brazil,4,Rep,9.0,Joao Pedro Carlini Minchillo,10. Droplet sandy fingerprints,2,Selective Fight 4| Room Room 2| Round 2
811,Kseniia Minakova,Switzerland,4,Opp,8.0,Pavlo Kashko,10. Droplet sandy fingerprints,2,Selective Fight 4| Room Room 2| Round 2
812,Kseniia Minakova,Croatia,4,Mod,7.0,Maja Milas,10. Droplet sandy fingerprints,2,Selective Fight 4| Room Room 2| Round 2
813,Suzanne Andersen,Brazil,4,Rep,8.0,Joao Pedro Carlini Minchillo,10. Droplet sandy fingerprints,2,Selective Fight 4| Room Room 2| Round 2
814,Suzanne Andersen,Switzerland,4,Opp,7.0,Pavlo Kashko,10. Droplet sandy fingerprints,2,Selective Fight 4| Room Room 2| Round 2
815,Suzanne Andersen,Croatia,4,Mod,8.0,Maja Milas,10. Droplet sandy fingerprints,2,Selective Fight 4| Room Room 2| Round 2
816,Yeinizon Rodriguez,Brazil,4,Rep,7.0,Joao Pedro Carlini Minchillo,10. Droplet sandy fingerprints,2,Selective Fight 4| Room Room 2| Round 2
817,Yeinizon Rodriguez,Switzerland,4,Opp,8.0,Pavlo Kashko,10. Droplet sandy fingerprints,2,Selective Fight 4| Room Room 2| Round 2
818,Yeinizon Rodriguez,Croatia,4,Mod,6.0,Maja Milas,10. Droplet sandy fingerprints,2,Selective Fight 4| Room Room 2| Round 2
819,David Collomb,Switzerland,4,Rep,8.0,Jan Jakub Frybes,15. Galileo method,3,Selective Fight 4| Room Room 2| Round 3
820,David Collomb,Croatia,4,Opp,7.0,Jakov Budic,15. Galileo method,3,Selective Fight 4| Room Room 2| Round 3
821,David Collomb,Brazil,4,Mod,9.0,Alvaro Ribas,15. Galileo method,3,Selective Fight 4| Room Room 2| Round 3
822,Diego Gallego,Switzerland,4,Rep,9.0,Jan Jakub Frybes,15. Galileo method,3,Selective Fight 4| Room Room 2| Round 3
823,Diego Gallego,Croatia,4,Opp,7.0,Jakov Budic,15. Galileo method,3,Selective Fight 4| Room Room 2| Round 3
824,Diego Gallego,Brazil,4,Mod,8.0,Alvaro Ribas,15. Galileo method,3,Selective Fight 4| Room Room 2| Round 3
825,Kseniia Minakova,Switzerland,4,Rep,9.0,Jan Jakub Frybes,15. Galileo method,3,Selective Fight 4| Room Room 2| Round 3
826,Kseniia Minakova,Croatia,4,Opp,7.0,Jakov Budic,15. Galileo method,3,Selective Fight 4| Room Room 2| Round 3
827,Kseniia Minakova,Brazil,4,Mod,8.0,Alvaro Ribas,15. Galileo method,3,Selective Fight 4| Room Room 2| Round 3
828,Suzanne Andersen,Switzerland,4,Rep,9.0,Jan Jakub Frybes,15. Galileo method,3,Selective Fight 4| Room Room 2| Round 3
829,Suzanne Andersen,Croatia,4,Opp,9.0,Jakov Budic,15. Galileo method,3,Selective Fight 4| Room Room 2| Round 3
830,Suzanne Andersen,Brazil,4,Mod,10.0,Alvaro Ribas,15. Galileo method,3,Selective Fight 4| Room Room 2| Round 3
831,Yeinizon Rodriguez,Switzerland,4,Rep,10.0,Jan Jakub Frybes,15. Galileo method,3,Selective Fight 4| Room Room 2| Round 3
832,Yeinizon Rodriguez,Croatia,4,Opp,6.0,Jakov Budic,15. Galileo method,3,Selective Fight 4| Room Room 2| Round 3
833,Yeinizon Rodriguez,Brazil,4,Mod,8.0,Alvaro Ribas,15. Galileo method,3,Selective Fight 4| Room Room 2| Round 3
834,Charlie Pretot,Germany,4,Rep,6.0,Florian Hirsch,13. Chaotic Magnetic Pendulum,2,Selective Fight 4| Room Room 3| Round 2
835,Charlie Pretot,Poland,4,Opp,5.0,Stanislaw Rakowski,13. Chaotic Magnetic Pendulum,2,Selective Fight 4| Room Room 3| Round 2
836,Charlie Pretot,Slovenia,4,Mod,6.0,Rok Grgic Mesko,13. Chaotic Magnetic Pendulum,2,Selective Fight 4| Room Room 3| Round 2
837,Nikola Poljak,Germany,4,Rep,7.0,Florian Hirsch,13. Chaotic Magnetic Pendulum,2,Selective Fight 4| Room Room 3| Round 2
838,Nikola Poljak,Poland,4,Opp,8.0,Stanislaw Rakowski,13. Chaotic Magnetic Pendulum,2,Selective Fight 4| Room Room 3| Round 2
839,Nikola Poljak,Slovenia,4,Mod,7.0,Rok Grgic Mesko,13. Chaotic Magnetic Pendulum,2,Selective Fight 4| Room Room 3| Round 2
840,Oscar Mauricio Pimentel Díaz,Germany,4,Rep,7.0,Florian Hirsch,13. Chaotic Magnetic Pendulum,2,Selective Fight 4| Room Room 3| Round 2
841,Oscar Mauricio Pimentel Díaz,Poland,4,Opp,6.0,Stanislaw Rakowski,13. Chaotic Magnetic Pendulum,2,Selective Fight 4| Room Room 3| Round 2
842,Oscar Mauricio Pimentel Díaz,Slovenia,4,Mod,8.0,Rok Grgic Mesko,13. Chaotic Magnetic Pendulum,2,Selective Fight 4| Room Room 3| Round 2
843,Peter Vesborg,Germany,4,Rep,8.0,Florian Hirsch,13. Chaotic Magnetic Pendulum,2,Selective Fight 4| Room Room 3| Round 2
844,Peter Vesborg,Poland,4,Opp,3.0,Stanislaw Rakowski,13. Chaotic Magnetic Pendulum,2,Selective Fight 4| Room Room 3| Round 2
845,Peter Vesborg,Slovenia,4,Mod,5.0,Rok Grgic Mesko,13. Chaotic Magnetic Pendulum,2,Selective Fight 4| Room Room 3| Round 2
846,Pierre-Louis de Assis,Germany,4,Rep,9.0,Florian Hirsch,13. Chaotic Magnetic Pendulum,2,Selective Fight 4| Room Room 3| Round 2
847,Pierre-Louis de Assis,Poland,4,Opp,8.0,Stanislaw Rakowski,13. Chaotic Magnetic Pendulum,2,Selective Fight 4| Room Room 3| Round 2
848,Pierre-Louis de Assis,Slovenia,4,Mod,8.0,Rok Grgic Mesko,13. Chaotic Magnetic Pendulum,2,Selective Fight 4| Room Room 3| Round 2
849,Andrés Camilo Garcia Castro,Sweden,4,Rep,5.0,Julia Mathe,12. Inverse coffee cup vibration problem,2,Selective Fight 4| Room Room 5| Round 2
850,Andrés Camilo Garcia Castro,France,4,Opp,6.0,Julien Tang,12. Inverse coffee cup vibration problem,2,Selective Fight 4| Room Room 5| Round 2
851,Andrés Camilo Garcia Castro,Ukraine,4,Mod,6.0,Daryna Sych,12. Inverse coffee cup vibration problem,2,Selective Fight 4| Room Room 5| Round 2
852,Jean-Philippe Ansermet,Sweden,4,Rep,8.0,Julia Mathe,12. Inverse coffee cup vibration problem,2,Selective Fight 4| Room Room 5| Round 2
853,Jean-Philippe Ansermet,France,4,Opp,7.0,Julien Tang,12. Inverse coffee cup vibration problem,2,Selective Fight 4| Room Room 5| Round 2
854,Jean-Philippe Ansermet,Ukraine,4,Mod,5.0,Daryna Sych,12. Inverse coffee cup vibration problem,2,Selective Fight 4| Room Room 5| Round 2
855,Jose Ricardo Mejía Mora,Sweden,4,Rep,5.0,Julia Mathe,12. Inverse coffee cup vibration problem,2,Selective Fight 4| Room Room 5| Round 2
856,Jose Ricardo Mejía Mora,France,4,Opp,5.0,Julien Tang,12. Inverse coffee cup vibration problem,2,Selective Fight 4| Room Room 5| Round 2
857,Jose Ricardo Mejía Mora,Ukraine,4,Mod,5.0,Daryna Sych,12. Inverse coffee cup vibration problem,2,Selective Fight 4| Room Room 5| Round 2
858,Leandro Tessler,Sweden,4,Rep,4.0,Julia Mathe,12. Inverse coffee cup vibration problem,2,Selective Fight 4| Room Room 5| Round 2
859,Leandro Tessler,France,4,Opp,8.0,Julien Tang,12. Inverse coffee cup vibration problem,2,Selective Fight 4| Room Room 5| Round 2
860,Leandro Tessler,Ukraine,4,Mod,6.0,Daryna Sych,12. Inverse coffee cup vibration problem,2,Selective Fight 4| Room Room 5| Round 2
861,Pawel Szczypkowski,Sweden,4,Rep,7.0,Julia Mathe,12. Inverse coffee cup vibration problem,2,Selective Fight 4| Room Room 5| Round 2
862,Pawel Szczypkowski,France,4,Opp,7.0,Julien Tang,12. Inverse coffee cup vibration problem,2,Selective Fight 4| Room Room 5| Round 2
863,Pawel Szczypkowski,Ukraine,4,Mod,7.0,Daryna Sych,12. Inverse coffee cup vibration problem,2,Selective Fight 4| Room Room 5| Round 2
864,Alberto Rolandi,Italy,4,Rep,9.0,Luca Perego,12. Inverse coffee cup vibration problem,2,Selective Fight 4| Room Room 4| Round 2
865,Alberto Rolandi,Denmark,4,Opp,5.0,Valdemar  Frederiksen,12. Inverse coffee cup vibration problem,2,Selective Fight 4| Room Room 4| Round 2
866,Alberto Rolandi,UK,4,Mod,3.0,Boglarka Zsofia Somogyi,12. Inverse coffee cup vibration problem,2,Selective Fight 4| Room Room 4| Round 2
867,Jose Daniel Muñoz Castaño,Italy,4,Rep,7.0,Luca Perego,12. Inverse coffee cup vibration problem,2,Selective Fight 4| Room Room 4| Round 2
868,Jose Daniel Muñoz Castaño,Denmark,4,Opp,5.0,Valdemar  Frederiksen,12. Inverse coffee cup vibration problem,2,Selective Fight 4| Room Room 4| Round 2
869,Jose Daniel Muñoz Castaño,UK,4,Mod,6.0,Boglarka Zsofia Somogyi,12. Inverse coffee cup vibration problem,2,Selective Fight 4| Room Room 4| Round 2
870,José Fernando Rodríguez Ruiz,Italy,4,Rep,7.0,Luca Perego,12. Inverse coffee cup vibration problem,2,Selective Fight 4| Room Room 4| Round 2
871,José Fernando Rodríguez Ruiz,Denmark,4,Opp,5.0,Valdemar  Frederiksen,12. Inverse coffee cup vibration problem,2,Selective Fight 4| Room Room 4| Round 2
872,José Fernando Rodríguez Ruiz,UK,4,Mod,5.0,Boglarka Zsofia Somogyi,12. Inverse coffee cup vibration problem,2,Selective Fight 4| Room Room 4| Round 2
873,Karen Milena Fonseca Romero,Italy,4,Rep,7.0,Luca Perego,12. Inverse coffee cup vibration problem,2,Selective Fight 4| Room Room 4| Round 2
874,Karen Milena Fonseca Romero,Denmark,4,Opp,5.0,Valdemar  Frederiksen,12. Inverse coffee cup vibration problem,2,Selective Fight 4| Room Room 4| Round 2
875,Karen Milena Fonseca Romero,UK,4,Mod,6.0,Boglarka Zsofia Somogyi,12. Inverse coffee cup vibration problem,2,Selective Fight 4| Room Room 4| Round 2
876,Krzysztof Turzynski,Italy,4,Rep,6.0,Luca Perego,12. Inverse coffee cup vibration problem,2,Selective Fight 4| Room Room 4| Round 2
877,Krzysztof Turzynski,Denmark,4,Opp,4.0,Valdemar  Frederiksen,12. Inverse coffee cup vibration problem,2,Selective Fight 4| Room Room 4| Round 2
878,Krzysztof Turzynski,UK,4,Mod,2.0,Boglarka Zsofia Somogyi,12. Inverse coffee cup vibration problem,2,Selective Fight 4| Room Room 4| Round 2
879,Charlie Pretot,Poland,4,Rep,9.0,Jakub Trzaska,15. Galileo method,3,Selective Fight 4| Room Room 3| Round 3
880,Charlie Pretot,Slovenia,4,Opp,6.0,Tijan Prijon,15. Galileo method,3,Selective Fight 4| Room Room 3| Round 3
881,Charlie Pretot,Germany,4,Mod,8.0,Lisanne  Loher,15. Galileo method,3,Selective Fight 4| Room Room 3| Round 3
882,Nikola Poljak,Poland,4,Rep,6.0,Jakub Trzaska,15. Galileo method,3,Selective Fight 4| Room Room 3| Round 3
883,Nikola Poljak,Slovenia,4,Opp,8.0,Tijan Prijon,15. Galileo method,3,Selective Fight 4| Room Room 3| Round 3
884,Nikola Poljak,Germany,4,Mod,8.0,Lisanne  Loher,15. Galileo method,3,Selective Fight 4| Room Room 3| Round 3
885,Oscar Mauricio Pimentel Díaz,Poland,4,Rep,9.0,Jakub Trzaska,15. Galileo method,3,Selective Fight 4| Room Room 3| Round 3
886,Oscar Mauricio Pimentel Díaz,Slovenia,4,Opp,7.0,Tijan Prijon,15. Galileo method,3,Selective Fight 4| Room Room 3| Round 3
887,Oscar Mauricio Pimentel Díaz,Germany,4,Mod,8.0,Lisanne  Loher,15. Galileo method,3,Selective Fight 4| Room Room 3| Round 3
888,Peter Vesborg,Poland,4,Rep,9.0,Jakub Trzaska,15. Galileo method,3,Selective Fight 4| Room Room 3| Round 3
889,Peter Vesborg,Slovenia,4,Opp,7.0,Tijan Prijon,15. Galileo method,3,Selective Fight 4| Room Room 3| Round 3
890,Peter Vesborg,Germany,4,Mod,9.0,Lisanne  Loher,15. Galileo method,3,Selective Fight 4| Room Room 3| Round 3
891,Pierre-Louis de Assis,Poland,4,Rep,7.0,Jakub Trzaska,15. Galileo method,3,Selective Fight 4| Room Room 3| Round 3
892,Pierre-Louis de Assis,Slovenia,4,Opp,8.0,Tijan Prijon,15. Galileo method,3,Selective Fight 4| Room Room 3| Round 3
893,Pierre-Louis de Assis,Germany,4,Mod,8.0,Lisanne  Loher,15. Galileo method,3,Selective Fight 4| Room Room 3| Round 3
894,Anastasiia Haieva,Netherlands,4,Rep,8.0,Szymon Blazuski,2. Airbounce,2,Selective Fight 4| Room Room 1| Round 2
895,Anastasiia Haieva,Romania,4,Opp,9.0,Bucur-Andrei Borcoman,2. Airbounce,2,Selective Fight 4| Room Room 1| Round 2
896,Anastasiia Haieva,Colombia,4,Mod,5.0,Brayan Barajas,2. Airbounce,2,Selective Fight 4| Room Room 1| Round 2
897,Evgenii Glushkov,Netherlands,4,Rep,8.0,Szymon Blazuski,2. Airbounce,2,Selective Fight 4| Room Room 1| Round 2
898,Evgenii Glushkov,Romania,4,Opp,8.0,Bucur-Andrei Borcoman,2. Airbounce,2,Selective Fight 4| Room Room 1| Round 2
899,Evgenii Glushkov,Colombia,4,Mod,8.0,Brayan Barajas,2. Airbounce,2,Selective Fight 4| Room Room 1| Round 2
900,Frederik Durhuus,Netherlands,4,Rep,6.0,Szymon Blazuski,2. Airbounce,2,Selective Fight 4| Room Room 1| Round 2
901,Frederik Durhuus,Romania,4,Opp,8.0,Bucur-Andrei Borcoman,2. Airbounce,2,Selective Fight 4| Room Room 1| Round 2
902,Frederik Durhuus,Colombia,4,Mod,8.0,Brayan Barajas,2. Airbounce,2,Selective Fight 4| Room Room 1| Round 2
903,John William Sandino del Busto,Netherlands,4,Rep,8.0,Szymon Blazuski,2. Airbounce,2,Selective Fight 4| Room Room 1| Round 2
904,John William Sandino del Busto,Romania,4,Opp,9.0,Bucur-Andrei Borcoman,2. Airbounce,2,Selective Fight 4| Room Room 1| Round 2
905,John William Sandino del Busto,Colombia,4,Mod,8.0,Brayan Barajas,2. Airbounce,2,Selective Fight 4| Room Room 1| Round 2
906,Urban Mur,Netherlands,4,Rep,8.0,Szymon Blazuski,2. Airbounce,2,Selective Fight 4| Room Room 1| Round 2
907,Urban Mur,Romania,4,Opp,6.0,Bucur-Andrei Borcoman,2. Airbounce,2,Selective Fight 4| Room Room 1| Round 2
908,Urban Mur,Colombia,4,Mod,4.0,Brayan Barajas,2. Airbounce,2,Selective Fight 4| Room Room 1| Round 2
909,Andrés Camilo Garcia Castro,France,4,Rep,8.0,Mattia Mauro,6. Flat Earth,3,Selective Fight 4| Room Room 5| Round 3
910,Andrés Camilo Garcia Castro,Ukraine,4,Opp,7.0,Anastasiia Romanchuk,6. Flat Earth,3,Selective Fight 4| Room Room 5| Round 3
911,Andrés Camilo Garcia Castro,Sweden,4,Mod,7.0,Julia Mathe,6. Flat Earth,3,Selective Fight 4| Room Room 5| Round 3
912,Jean-Philippe Ansermet,France,4,Rep,7.0,Mattia Mauro,6. Flat Earth,3,Selective Fight 4| Room Room 5| Round 3
913,Jean-Philippe Ansermet,Ukraine,4,Opp,5.0,Anastasiia Romanchuk,6. Flat Earth,3,Selective Fight 4| Room Room 5| Round 3
914,Jean-Philippe Ansermet,Sweden,4,Mod,6.0,Julia Mathe,6. Flat Earth,3,Selective Fight 4| Room Room 5| Round 3
915,Jose Ricardo Mejía Mora,France,4,Rep,9.0,Mattia Mauro,6. Flat Earth,3,Selective Fight 4| Room Room 5| Round 3
916,Jose Ricardo Mejía Mora,Ukraine,4,Opp,6.0,Anastasiia Romanchuk,6. Flat Earth,3,Selective Fight 4| Room Room 5| Round 3
917,Jose Ricardo Mejía Mora,Sweden,4,Mod,9.0,Julia Mathe,6. Flat Earth,3,Selective Fight 4| Room Room 5| Round 3
918,Leandro Tessler,France,4,Rep,8.0,Mattia Mauro,6. Flat Earth,3,Selective Fight 4| Room Room 5| Round 3
919,Leandro Tessler,Ukraine,4,Opp,7.0,Anastasiia Romanchuk,6. Flat Earth,3,Selective Fight 4| Room Room 5| Round 3
920,Leandro Tessler,Sweden,4,Mod,6.0,Julia Mathe,6. Flat Earth,3,Selective Fight 4| Room Room 5| Round 3
921,Pawel Szczypkowski,France,4,Rep,7.0,Mattia Mauro,6. Flat Earth,3,Selective Fight 4| Room Room 5| Round 3
922,Pawel Szczypkowski,Ukraine,4,Opp,6.0,Anastasiia Romanchuk,6. Flat Earth,3,Selective Fight 4| Room Room 5| Round 3
923,Pawel Szczypkowski,Sweden,4,Mod,6.0,Julia Mathe,6. Flat Earth,3,Selective Fight 4| Room Room 5| Round 3
924,Anastasiia Haieva,Romania,4,Rep,8.0,Teodor Neagoe,1. Physics of math,3,Selective Fight 4| Room Room 1| Round 3
925,Anastasiia Haieva,Colombia,4,Opp,7.0,Juan Diego Figueroa Hernandez,1. Physics of math,3,Selective Fight 4| Room Room 1| Round 3
926,Anastasiia Haieva,Netherlands,4,Mod,7.0,Wladyslaw Sowul,1. Physics of math,3,Selective Fight 4| Room Room 1| Round 3
927,Evgenii Glushkov,Romania,4,Rep,8.0,Teodor Neagoe,1. Physics of math,3,Selective Fight 4| Room Room 1| Round 3
928,Evgenii Glushkov,Colombia,4,Opp,7.0,Juan Diego Figueroa Hernandez,1. Physics of math,3,Selective Fight 4| Room Room 1| Round 3
929,Evgenii Glushkov,Netherlands,4,Mod,8.0,Wladyslaw Sowul,1. Physics of math,3,Selective Fight 4| Room Room 1| Round 3
930,Frederik Durhuus,Romania,4,Rep,7.0,Teodor Neagoe,1. Physics of math,3,Selective Fight 4| Room Room 1| Round 3
931,Frederik Durhuus,Colombia,4,Opp,7.0,Juan Diego Figueroa Hernandez,1. Physics of math,3,Selective Fight 4| Room Room 1| Round 3
932,Frederik Durhuus,Netherlands,4,Mod,7.0,Wladyslaw Sowul,1. Physics of math,3,Selective Fight 4| Room Room 1| Round 3
933,John William Sandino del Busto,Romania,4,Rep,8.0,Teodor Neagoe,1. Physics of math,3,Selective Fight 4| Room Room 1| Round 3
934,John William Sandino del Busto,Colombia,4,Opp,6.0,Juan Diego Figueroa Hernandez,1. Physics of math,3,Selective Fight 4| Room Room 1| Round 3
935,John William Sandino del Busto,Netherlands,4,Mod,6.0,Wladyslaw Sowul,1. Physics of math,3,Selective Fight 4| Room Room 1| Round 3
936,Urban Mur,Romania,4,Rep,10.0,Teodor Neagoe,1. Physics of math,3,Selective Fight 4| Room Room 1| Round 3
937,Urban Mur,Colombia,4,Opp,7.0,Juan Diego Figueroa Hernandez,1. Physics of math,3,Selective Fight 4| Room Room 1| Round 3
938,Urban Mur,Netherlands,4,Mod,9.0,Wladyslaw Sowul,1. Physics of math,3,Selective Fight 4| Room Room 1| Round 3
939,Alberto Rolandi,Denmark,4,Rep,10.0,Juan Felipe Cespedes Moreno,14. Rising in the bulk,3,Selective Fight 4| Room Room 4| Round 3
940,Alberto Rolandi,UK,4,Opp,9.0,Bohdan Glisevic,14. Rising in the bulk,3,Selective Fight 4| Room Room 4| Round 3
941,Alberto Rolandi,Italy,4,Mod,8.0,Sofia Cano Castro,14. Rising in the bulk,3,Selective Fight 4| Room Room 4| Round 3
942,Jose Daniel Muñoz Castaño,Denmark,4,Rep,7.0,Juan Felipe Cespedes Moreno,14. Rising in the bulk,3,Selective Fight 4| Room Room 4| Round 3
943,Jose Daniel Muñoz Castaño,UK,4,Opp,7.0,Bohdan Glisevic,14. Rising in the bulk,3,Selective Fight 4| Room Room 4| Round 3
